Ankunft,Zugnr.,von (Abfahrt),Gleis
15:23,ICE 693,Berlin Gesundbrunnen (ab 15:17),4
15:23,RB 21892,Flughafen BER (ab 15:01),
15:24 (+1),RE 3122,Hennigsdorf(b Berlin) (ab 14:35),12
15:28,ICE 846,Berlin Ostbahnhof (ab 15:20),13
15:29 (+8),ICE 508,München Hbf (ab 10:48),6
15:29 (+19),ICE 547,Köln Hbf (ab 10:24),11
15:29 (+6),RE 3351,Schwedt(Oder) (ab 14:04),2
15:32 (+15),IC 2176,Dresden Hbf (ab 13:35),5
15:32 (+10),ICE 1601,Berlin Gesundbrunnen (ab 15:26),4
15:34 (+1),ICE 1907,Hamburg-Altona (ab 12:38),3
15:35 (+2),RE 3123,Cottbus Hbf (ab 14:03),14
15:38 (+3),ICE 374,Interlaken Ost (ab 05:59),11
15:38 (+5),RE 62020,Elstal (ab 15:07),2
15:39,RE 21894,Flughafen BER (ab 15:16),8
15:43 (+31),RE 3514,Berlin Südkreuz (ab 15:34),6
15:44 (+17),RE 3724,Dessau Hbf (ab 14:05),12
15:45 (+7),RB 62070,Rangsdorf (ab 15:21),7
15:49 (+4),FLX 1243,Hamburg Hbf (ab 13:19),3
15:50 Ausfall,RB 18162,Berlin Ostbahnhof (ab 15:39),13
15:51 (+2),ICE 145,Amsterdam Centraal (ab 10:00),3
15:52 (+16),RE 3177,Jüterbog (ab 15:02),7
15:53 (+5),RB 18521,Lübbenau(Spreewald) (ab 14:45),8
15:53 (+4),RE 18521,Lübbenau(Spreewald) (ab 14:45),8
15:57,RE 94733,Berlin Zoologischer Garten (ab 15:52),11
15:59,RB 94738,Frankfurt(Oder) (ab 14:38),
15:59,RE 94738,Frankfurt(Oder) (ab 14:38),13
16:00 (+4),FLX 1240,Basel Bad Bf (ab 08:44),5
16:03,ICE 140,Berlin Ostbahnhof (ab 15:56),6
16:05 (+16),ICE 1204,Innsbruck Hbf (ab 08:42),8
16:05,RE 3174,Stendal Hbf (ab 14:32),2
16:07,ICE 1163,Berlin Gesundbrunnen (ab 16:01),4
16:08 (+2),RB 18161,Berlin-Wannsee (ab 15:51),11
16:08 (+8),RB 21898,Flughafen BER (ab 15:46),7 D - G
16:12 (+1),RB 62071,Wustermark (ab 15:39),1
16:12 Ausfall,RE 3513,Stralsund Hbf (ab 13:02),3
16:13 (+15),RE 3729,Troisvierges (ab 04:35),14
16:14 (+5),RE 62025,Elsterwerda (ab 14:41),7 A - D
16:16 (+1),EC 46,Warszawa Wschodnia (ab 10:49),13
16:19 (+11),RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),6
16:20 (+40),ICE 603,Hamburg-Altona (ab 13:34),3
16:22 (+3),ICE 1508,München Hbf (ab 12:21),5
16:23,IC 2271,Rostock Hbf (ab 14:20),4
16:23,RB 21900,Flughafen BER (ab 16:01),
16:24,ICE 379,Berlin Ostbahnhof (ab 16:15),14
16:24,RE 3124,Hennigsdorf(b Berlin) (ab 15:35),12
16:26 (+53),ICE 849,Köln Hbf (ab 11:28),11
16:28 (+14),RJ 176,Praha hl.n. (ab 12:31),6
16:29,RE 3311,Stralsund Hbf (ab 13:10),2 A - D
16:30 (+3),ICE 690,München Hbf (ab 08:45),5
16:32 (+29),ICE 1103,Berlin Gesundbrunnen (ab 16:26),4
16:35 (+1),RE 3125,Cottbus Hbf (ab 15:03),14
16:38 (+6),ICE 798,Karlsruhe Hbf (ab 10:40),12
16:38,RE 62022,Elstal (ab 16:05),2 D - G
16:39,RB 21902,Flughafen BER (ab 16:16),8
16:43 Ausfall,RE 4362,Berlin Südkreuz (ab 16:34),5
16:44 (+8),RE 3726,Dessau Hbf (ab 15:05),11
16:45 (+2),RB 62072,Rangsdorf (ab 16:21),7
16:50,RB 18164,Berlin Ostbahnhof (ab 16:39),13
16:51,RE 3157,Falkenberg(Elster) (ab 15:18),5
16:54 (+1),ICE 838,Frankfurt(Main)Hbf (ab 13:02),6
16:54 (+3),RB 18523,Lübbenau(Spreewald) (ab 15:45),8
16:54 (+3),RE 18523,Lübbenau(Spreewald) (ab 15:45),8
16:57,RE 94735,Berlin Zoologischer Garten (ab 16:52),11
16:59,RB 94740,Frankfurt(Oder) (ab 15:38),
16:59,RE 94740,Frankfurt(Oder) (ab 15:38),13
17:01 (+6),ICE 935,Ostseebad Binz (ab 13:24),4
17:05,ICE 844,Berlin Ostbahnhof (ab 16:58),14
17:06,RE 3156,Rathenow (ab 16:02),2
17:08 Ausfall,RB 18163,Berlin-Wannsee (ab 16:51),11
17:08,RB 21906,Flughafen BER (ab 16:46),8
17:11 Ausfall,RE 4363,Rostock Hbf (ab 14:37),4
17:12,RB 62073,Wustermark (ab 16:39),1
17:13 Ausfall,ICE 1053,Köln Hbf (ab 11:38),3
17:13 (+13),RE 3731,Senftenberg (ab 15:14),14
17:13 (+24),RE 62027,Elsterwerda (ab 15:29),7
17:16 (+3),ICE 997,Berlin Ostbahnhof (ab 17:06),13
17:18,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),6
17:23 (+19),ICE 1006,München Hbf (ab 13:17),5
17:23,RB 21908,Flughafen BER (ab 17:01),
17:24,RE 3126,Hennigsdorf(b Berlin) (ab 16:35),12
17:27 (+10),ICE 549,Köln Hbf (ab 12:26),11
17:29 (+1),ICE 506,München Hbf (ab 12:48),6
17:29 (+6),RE 3353,Schwedt(Oder) (ab 16:04),1
17:32 (+2),IC 2174,Dresden Hbf (ab 15:35),5
17:32 (+8),ICE 1603,Berlin Gesundbrunnen (ab 17:26),4
17:35,ICE 1909,Hamburg Dammtor (ab 14:28),3
17:35 (+2),RE 3127,Cottbus Hbf (ab 16:03),13
17:38 (+26),ICE 372,Brig (ab 07:45),11
17:38,RE 62024,Elstal (ab 17:07),2
17:39 (+1),RB 21910,Flughafen BER (ab 17:16),
17:42 (+2),ICE 742,Berlin Ostbahnhof (ab 17:36),13
17:43 Ausfall,RE 3516,Berlin Südkreuz (ab 17:36),6
17:44 (+2),RE 3728,Dessau Hbf (ab 16:05),12
17:46 (+1),RB 62074,Rangsdorf (ab 17:20),7
17:50,DRF 1325,Köln Hbf (ab 12:14),12
17:50 (+5),FLX 1325,Köln Hbf (ab 12:14),12
17:50 Ausfall,RB 18166,Berlin Ostbahnhof (ab 17:39),14
17:51,ICE 147,Amsterdam Centraal (ab 12:00),3
17:53,RB 18525,Lübbenau(Spreewald) (ab 16:44),8
17:53,RE 18525,Lübbenau(Spreewald) (ab 16:44),8
17:53,RE 26117,Jüterbog (ab 17:02),
17:53,RE 3179,Jüterbog (ab 17:02),7
17:57,RE 94737,Berlin Zoologischer Garten (ab 17:52),11
17:59,RE 94742,Frankfurt(Oder) (ab 16:38),14
18:00 (+4),FLX 1242,Stuttgart Hbf (ab 12:14),6
18:05 (+3),ICE 706,München Hbf (ab 13:12),6
18:05,RE 3176,Stendal Hbf (ab 16:30),2
18:08,RB 18165,Berlin-Wannsee (ab 17:51),12
18:08,RB 21914,Flughafen BER (ab 17:46),8
18:11 (+22),RE 3515,Stralsund Hbf (ab 15:02),4
18:12,RB 62075,Wustermark (ab 17:39),1
18:13 (+2),RE 3733,Senftenberg (ab 16:14),13
18:14 (+3),RE 62029,Elsterwerda (ab 16:41),7
18:19,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),6
18:21 (+33),ICE 2823,Krems/Donau (ab 09:52),3
18:21 (+33),ICE 605,Hamburg-Altona (ab 15:34),3
18:22 (+1),ICE 1506,München Hbf (ab 14:21),5
18:22,RB 21916,Flughafen BER (ab 18:01),
18:23 (+1),IC 2273,Rostock Hbf (ab 16:20),4
18:24 (+1),RE 3128,Hennigsdorf(b Berlin) (ab 17:35),11
18:29,RE 3313,Stralsund Hbf (ab 15:14),2 A - D
18:30 (+29),ICE 598,München Hbf (ab 10:45),5
18:30,ICE 941,Köln Hbf (ab 13:27),12
18:32 (+5),ICE 1105,Berlin Gesundbrunnen (ab 18:26),4
18:35,RE 3129,Cottbus Hbf (ab 17:03),14
18:35 (+2),RE 62026,Elstal (ab 18:05),2 D - G
18:39,RE 21918,Flughafen BER (ab 18:16),8
18:43 (+14),RE 4364,Berlin Südkreuz (ab 18:34),5
18:44,RE 3730,Dessau Hbf (ab 17:05),11
18:45 (+5),RB 62076,Rangsdorf (ab 18:21),7
18:46 (+16),RJ 174,Budapest-Nyugati (ab 07:30),13
18:49 (+11),IC 2431,Emden Außenhafen (ab 12:01),11
18:52,RE 3159,Falkenberg(Elster) (ab 17:18),7
18:53,RB 18527,Lübbenau(Spreewald) (ab 17:44),8
18:53,RE 18527,Lübbenau(Spreewald) (ab 17:44),8
18:57,RE 94739,Berlin Zoologischer Garten (ab 18:52),11
18:59,RE 94744,Frankfurt(Oder) (ab 17:38),14
19:01 Ausfall,ICE 697,Berlin Gesundbrunnen (ab 18:46),4
19:01,ICE 937,Ostseebad Binz (ab 15:24),3
19:02 Ausfall,ICE 1549,Köln Hbf (ab 13:34),12
19:04,RE 3158,Rathenow (ab 18:02),2
19:08 (+1),RE 21922,Flughafen BER (ab 18:46),8
19:11 (+1),RB 62077,Wustermark (ab 18:39),1
19:11 (+7),RE 4365,Rostock Hbf (ab 16:37),4
19:13 (+1),RE 3735,Senftenberg (ab 17:14),13
19:14 (+2),RE 62031,Elsterwerda (ab 17:29),7
19:16 (+4),ICE 999,Berlin Ostbahnhof (ab 19:06),14
19:19,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),6
19:23 (+126),ICE 1004,München Hbf (ab 15:17),5
19:23 (+3),RE 21924,Flughafen BER (ab 19:01),8
19:24 (+25),RE 3130,Hennigsdorf(b Berlin) (ab 18:35),11
19:28,ICE 842,Berlin Ostbahnhof (ab 19:21),13
19:29 (+1),ICE 504,München Hbf (ab 14:48),6
19:32 (+1),IC 2172,Dresden Hbf (ab 17:35),5
19:32,ICE 2921,Berlin Gesundbrunnen (ab 19:26),4
19:34,ICE 1701,Hamburg-Altona (ab 16:22),3
19:35 (+1),RE 3131,Cottbus Hbf (ab 18:03),14
19:38,ICE 370,Zürich HB (ab 10:59),12
19:38,RE 62028,Elstal (ab 19:07),2 A - D
19:39 (+1),RB 21926,Flughafen BER (ab 19:16),8
19:42 (+1),ICE 740,Berlin Ostbahnhof (ab 19:35),14
19:43 (+1),RE 3518,Berlin Südkreuz (ab 19:34),6
19:44 (+1),RE 3732,Dessau Hbf (ab 18:05),11
19:45 (+2),RB 62078,Berlin Südkreuz (ab 19:38),7
19:47 (+2),FLX 1247,Hamburg Hbf (ab 17:21),4
19:49,ICE 641,Köln Hbf (ab 14:26),12
19:49 (+3),ICE 805,Berlin Gesundbrunnen (ab 19:42),3
19:51,ICE 149,Amsterdam Centraal (ab 14:00),3
19:52 (+1),RE 3181,Jüterbog (ab 19:02),7
19:53,ICE 540,Berlin Ostbahnhof (ab 19:43),13
19:53 (+3),RB 18529,Lübbenau(Spreewald) (ab 18:44),8
19:53 (+6),RE 18529,Lübbenau(Spreewald) (ab 18:44),8
19:57,RE 94741,Berlin Zoologischer Garten (ab 19:52),11
19:59,RE 94746,Frankfurt(Oder) (ab 18:38),14
20:00 (+5),FLX 1344,Basel Bad Bf (ab 12:30),7
20:05 (+4),RE 3178,Stendal Hbf (ab 18:32),2
20:06 (+145),ICE 90,Nürnberg Hbf (ab 16:26),5
20:08 (+5),RB 21930,Flughafen BER (ab 19:46),8
20:11 (+4),RE 3517,Stralsund Hbf (ab 17:02),3
20:12 (+2),RB 62079,Wustermark (ab 19:39),1 A - D
20:13 (+4),RE 3737,Senftenberg (ab 18:14),13
20:15 (+3),RE 62033,Elsterwerda (ab 18:41),7
20:19 (+4),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),6
20:21 (+18),ICE 2917,Hamburg-Altona (ab 17:34),3
20:21 (+28),ICE 607,Hamburg-Altona (ab 17:34),3
20:22 (+120),ICE 1504,München Hbf (ab 16:21),5
20:23 (+3),IC 2275,Rostock Hbf (ab 18:20),4
20:23,RB 21932,Flughafen BER (ab 20:01),8
20:24 (+1),RE 3132,Hennigsdorf(b Berlin) (ab 19:35),11
20:25,ICE 2913,Leipzig Hbf (ab 07:33),13
20:25 (+2),ICE 679,Berlin Ostbahnhof (ab 20:14),13
20:29 (+2),RE 3315,Stralsund Hbf (ab 17:10),2 A - D
20:30 (+30),ICE 596,München Hbf (ab 12:45),5
20:30 (+110),ICE 943,Köln Hbf (ab 15:28),11
20:32,ICE 1107,Berlin Gesundbrunnen (ab 20:26),4
20:35 (+32),RE 3133,Cottbus Hbf (ab 19:03),13
20:38,RE 62030,Elstal (ab 20:06),2 D - G
20:39 (+9),ICE 794,Karlsruhe Hbf (ab 14:40),11
20:39,RB 21934,Flughafen BER (ab 20:16),8
20:43 (+1),RE 4366,Berlin Südkreuz (ab 20:34),5
20:45,RB 62080,Berlin Südkreuz (ab 20:38),7
20:47,HBX,Thale Hbf (ab 17:17),
20:47 (+6),RB 80439,Thale Hbf (ab 17:17),11
20:50 (+27),RJ 172,Praha hl.n. (ab 16:31),13
20:52 (+5),RE 3161,Falkenberg(Elster) (ab 19:18),7
20:53 (+5),RB 18531,Lübbenau(Spreewald) (ab 19:44),8
20:53 (+5),RE 18531,Lübbenau(Spreewald) (ab 19:44),8
20:54 (+44),ICE 834,Frankfurt(Main)Hbf (ab 17:02),6
20:57,RE 94743,Berlin Zoologischer Garten (ab 20:52),11
20:59 (+2),RE 94748,Frankfurt(Oder) (ab 19:42),14
21:01,ICE 939,Ostseebad Binz (ab 17:15),4
21:02 (+2),RE 3318,Trebbin (ab 20:14),5
21:04 Ausfall,ICE 1055,Düsseldorf Hbf (ab 16:06),12
21:06 (+5),RE 3160,Rathenow (ab 20:04),2
21:08,RB 21938,Flughafen BER (ab 20:46),8
21:11,RE 4367,Rostock Hbf (ab 18:37),4
21:12 (+3),RB 62081,Wustermark (ab 20:39),1
21:13 (+19),RE 3739,Senftenberg (ab 19:14),13
21:13 (+9),RE 62035,Elsterwerda (ab 19:29),7
21:13,RE 7,Lahr(Schwarzw) (ab 06:44),
21:13,RE 73825,Berlin-Charlottenburg (ab 21:04),11
21:20 (+64),ICE 643,Köln Hbf (ab 16:26),12
21:23 (+10),ICE 1002,München Hbf (ab 17:19),5
21:23 (+30),ICE 2837,Berlin Gesundbrunnen (ab 21:18),4
21:23 (+35),ICE 699,Berlin Gesundbrunnen (ab 21:18),4
21:23 (+2),RB 21940,Flughafen BER (ab 21:01),8
21:26,ICE 1703,Hamburg-Altona (ab 18:34),2
21:27,RE 3134,Hennigsdorf(b Berlin) (ab 20:36),11
21:29 (+3),ICE 2828,München Hbf (ab 16:47),6
21:29 (+2),ICE 502,München Hbf (ab 16:47),6
21:29,RE 3357,Schwedt(Oder) (ab 20:04),1
21:33 (+17),ICE 840,Berlin Ostbahnhof (ab 21:23),14
21:35 (+12),RE 3135,Cottbus Hbf (ab 20:03),14
21:38,RE 62032,Elstal (ab 21:07),2 A - D
21:39 (+38),ICE 278,Basel SBB (ab 14:16),11
21:39,RB 21942,Flughafen BER (ab 21:16),
21:43,RE 3520,Berlin Südkreuz (ab 21:34),6
21:45,RB 62082,Berlin Südkreuz (ab 21:38),7
21:52,RE 3183,Jüterbog (ab 21:02),7
21:52,RE 91673,Jüterbog (ab 21:02),
21:54,RB 21944,Flughafen BER (ab 21:32),8
21:55,DRF 1329,Köln Hbf (ab 16:14),3
21:55 (+27),FLX 1329,Köln Hbf (ab 16:14),3
21:59 (+29),ICE 241,Amsterdam Centraal (ab 16:00),7
22:00 (+51),FLX 1246,Stuttgart Hbf (ab 16:14),6
22:05 (+1),ICE 702,München Hbf (ab 17:08),5
22:05,RE 3180,Stendal Hbf (ab 20:47),3
22:08 (+11),ICE 609,Hamburg-Altona (ab 19:34),2
22:08,RB 21946,Flughafen BER (ab 21:46),8
22:11 (+53),RE 3519,Stralsund Hbf (ab 19:02),4
22:12,RB 62083,Wustermark (ab 21:39),1
22:14,RE 62037,Baruth(Mark) (ab 21:20),7
22:18 (+4),RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),5
22:22 (+6),ICE 1502,München Hbf (ab 18:20),6
22:23 (+18),ICE 945,Köln Hbf (ab 17:24),3
22:23,RB 21948,Flughafen BER (ab 22:01),8
22:30 (+11),ICE 594,München Hbf (ab 14:45),5
22:35 (+1),RE 3317,Stralsund Hbf (ab 19:13),4
22:35,RE 62034,Elstal (ab 22:06),2
22:35,RE 8,Hamburg Hbf (ab 03:06),
22:39 (+59),ICE 2592,Frankfurt(M) Flughafen Fernbf (ab 18:09),
22:39 (+38),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),
22:39,RB 21950,Flughafen BER (ab 22:16),8
22:43 (+43),RE 4368,Berlin Südkreuz (ab 22:35),6
22:45,RB 56814,Schwerin Hbf (ab 20:14),4
22:45,RB 62084,Berlin Südkreuz (ab 22:38),7
22:45 (+1),RE 56814,Schwerin Hbf (ab 20:14),4
22:53,RB 21952,Flughafen BER (ab 22:31),8
22:54 (+3),ICE 832,Frankfurt(Main)Hbf (ab 19:02),3
23:03 (+4),RE 3185,Jüterbog (ab 22:04),7
23:03,RE 90185,Jüterbog (ab 22:04),
23:05 (+6),RE 3162,Rathenow (ab 22:09),2
23:08,RB 21954,Flughafen BER (ab 22:46),8
23:11,RE 4369,Rostock Hbf (ab 20:37),4
23:12 (+4),RB 62085,Wustermark (ab 22:38),1
23:13 (+1),RE 62039,Elsterwerda (ab 21:30),7
23:19 (+2),ICE 705,Hamburg-Altona (ab 20:36),3
23:23,RB 21956,Flughafen BER (ab 23:01),8
23:24 (+1),ICE 905,Berlin Gesundbrunnen (ab 23:20),4
23:29 (+19),ICE 276,Brig (ab 13:45),3
23:29,ICE 500,München Hbf (ab 18:46),6
23:29 Ausfall,ICE 645,Köln Hbf (ab 18:24),3
23:39,RE 62036,Elstal (ab 23:07),2
23:43 (+24),ICE 1000,München Hbf (ab 19:18),6
23:43,RE 3522,Berlin Südkreuz (ab 23:34),5
23:53,RB 21960,Blankenfelde(Teltow-Fläming) (ab 23:11),8
