Ankunft,Zugnr.,von (Abfahrt),Gleis
07:24,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),12
07:25 (+2),ICE 944,Berlin Ostbahnhof (ab 07:19),14
07:29 (+1),ICE 606,Erfurt Hbf (ab 05:05),6
07:29,RE 3343,Schwedt(Oder) (ab 06:04),2
07:32,IC 2274,Dresden Hbf (ab 05:35),
07:32 (+3),ICE 1503,Berlin Gesundbrunnen (ab 07:26),4
07:34,ICE 1605,Hamburg-Altona (ab 04:36),4
07:34,ICE 1705,Hamburg-Altona (ab 04:36),3
07:34,ICE 2465,Hamburg-Altona (ab 04:36),3
07:35 (+12),RE 3107,Cottbus Hbf (ab 06:07),14
07:35,RE 94757,Potsdam Hbf (ab 07:10),
07:39,RE 21830,Flughafen BER (ab 07:16),
07:39,RE 62004,Elstal (ab 07:07),2
07:41 (+106),EN 40476,Budapest-Nyugati (ab 19:30),5
07:41 (+106),NJ 456,Graz Hbf (ab 19:41),5
07:43,RE 3506,Berlin Südkreuz (ab 07:34),6
07:44,RE 3708,Dessau Hbf (ab 06:05),11
07:46 (+1),ICE 371,Berlin Gesundbrunnen (ab 07:41),
07:46,RB 62054,Berlin Südkreuz (ab 07:39),
07:52,RE 3169,Jüterbog (ab 07:02),7
07:53 (+156),IC 60409,Zürich HB (ab 19:59),13
07:53 (+107),NJ 409,Frankfurt(Main)Süd (ab 00:42),13
07:53 (+9),RB 18505,Cottbus Hbf (ab 06:12),8
07:53 (+10),RE 18505,Cottbus Hbf (ab 06:12),8
07:57 (+1),RE 94717,Berlin-Wannsee (ab 07:39),
07:59 (+2),FLX 1322,Berlin Südkreuz (ab 07:54),6
07:59 (+1),RE 94722,Erkner (ab 07:28),
08:03,ICE 148,Berlin Südkreuz (ab 07:50),7
08:05,RE 3166,Stendal Hbf (ab 06:47),2
08:07 (+1),ICE 642,Berlin Ostbahnhof (ab 08:00),14
08:09,RB 21834,Flughafen BER (ab 07:46),
08:12,RB 62055,Wustermark (ab 07:39),1
08:13,RE 3505,Stralsund Hbf (ab 05:02),3
08:13 (+15),RE 3713,Senftenberg (ab 06:14),13
08:15,RE 62009,Baruth(Mark) (ab 07:20),7 A - D
08:19 (+2),RE 3344,Halle(Saale)Hbf (ab 05:46),6
08:21 (+59),ICE 2525,Hamburg-Altona (ab 05:35),
08:22,RB 94764,Erkner (ab 07:50),
08:23 (+1),IC 2173,Rostock Hbf (ab 06:20),4
08:23 (+1),RE 21836,Flughafen BER (ab 08:01),8
08:24 (+1),RE 3108,Hennigsdorf(b Berlin) (ab 07:35),12
08:27 (+2),RJ 870,Dresden Hbf (ab 06:53),6
08:29,RE 3303,Stralsund Hbf (ab 05:10),2 A - D
08:32 (+14),ICE 1005,Berlin Gesundbrunnen (ab 08:26),4
08:32 (+14),ICE 2863,Lichtenfels (ab 06:22),4
08:35 (+1),RE 3109,Cottbus Hbf (ab 07:03),14
08:35 (+1),RE 94759,Potsdam Hbf (ab 08:10),
08:39,RE 21838,Flughafen BER (ab 08:16),8
08:39,RE 62006,Elstal (ab 08:07),2 D - G
08:43 (+1),RE 4354,Berlin Südkreuz (ab 08:34),5
08:44,RE 3710,Dessau Hbf (ab 07:05),11
08:45,RB 62056,Berlin Südkreuz (ab 08:38),7
08:51,ICE 841,Hannover Hbf (ab 06:32),11
08:52 (+1),RE 3149,Falkenberg(Elster) (ab 07:18),7
08:53 (+2),RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:53,RE 18507,Lübbenau(Spreewald) (ab 07:44),8
08:54 (+3),ICE 936,Eisenach Hbf (ab 06:37),6
08:57,RE 93720,Berlin-Wannsee (ab 08:39),
08:57,RE 94719,Berlin-Wannsee (ab 08:39),
08:59,RE 33684,Erkner (ab 08:28),
08:59 (+1),RE 94724,Erkner (ab 08:28),
09:06 (+5),RE 3148,Rathenow (ab 08:05),2
09:08,RB 21842,Flughafen BER (ab 08:46),
09:11,RE 4355,Rostock Hbf (ab 06:37),4
09:12 (+7),RB 62057,Wustermark (ab 08:39),1
09:13 (+7),RE 3715,Senftenberg (ab 07:14),14
09:13 (+4),RE 62011,Elsterwerda (ab 07:29),7
09:16,ICE 797,Berlin Ostbahnhof (ab 09:08),13
09:18 (+1),RE 3306,Luckenwalde (ab 08:35),6
09:22,RE 75855,Erkner (ab 08:50),
09:22 (+2),RE 94766,Erkner (ab 08:50),
09:23,ICE 1104,München Hbf (ab 05:17),5
09:23 (+1),RE 21844,Flughafen BER (ab 09:01),8
09:24 (+8),RE 3110,Hennigsdorf(b Berlin) (ab 08:35),11
09:27 (+1),ICE 942,Berlin Ostbahnhof (ab 09:19),14
09:29 (+1),ICE 2534,Leipzig Hbf (ab 08:13),
09:29,RE 3345,Schwedt(Oder) (ab 08:04),2
09:32 (+8),IC 2272,Dresden Hbf (ab 07:35),5
09:32,ICE 1505,Berlin Gesundbrunnen (ab 09:26),4
09:34 (+13),ICE 1901,Hamburg-Altona (ab 06:35),3
09:35,RB 94761,Potsdam Hbf (ab 09:10),
09:35 (+30),RE 3111,Cottbus Hbf (ab 08:04),14
09:35 (+1),RE 94761,Potsdam Hbf (ab 09:10),
09:38 (+1),RE 62008,Elstal (ab 09:07),1
09:39,RE 21846,Flughafen BER (ab 09:16),8
09:43,RE 3508,Berlin Südkreuz (ab 09:34),6
09:44,RE 3712,Dessau Hbf (ab 08:05),12
09:45 (+5),RB 62058,Berlin Südkreuz (ab 09:38),7
09:52 (+2),RE 3171,Jüterbog (ab 09:02),7
09:53 (+2),ICE 146,Berlin Ostbahnhof (ab 09:47),14
09:53,RB 18509,Lübbenau(Spreewald) (ab 08:45),8
09:53 (+2),RE 18509,Lübbenau(Spreewald) (ab 08:45),8
09:57,RE 93722,Berlin-Wannsee (ab 09:39),
09:57,RE 94721,Berlin-Wannsee (ab 09:39),
09:59,RE 33686,Erkner (ab 09:28),
09:59 (+1),RE 94726,Erkner (ab 09:28),
10:00,DRF 1234,Leipzig Hbf (ab 08:45),5
10:00 (+4),FLX 1234,Leipzig Hbf (ab 08:45),5
10:01,ICE 741,Münster(Westf)Hbf (ab 06:24),2
10:05 (+5),ICE 804,München Hbf (ab 05:05),8
10:05 (+4),RE 3168,Stendal Hbf (ab 08:47),2
10:08 (+1),RB 21850,Flughafen BER (ab 09:46),7 D - G
10:12 (+1),RB 62059,Wustermark (ab 09:39),1
10:12,RE 3507,Stralsund Hbf (ab 07:02),4
10:13 (+30),RE 3717,Senftenberg (ab 08:14),14
10:14,RE 62013,Baruth(Mark) (ab 09:20),7 A - D
10:19,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:22 (+1),ICE 2527,Hamburg-Altona (ab 07:35),
10:22,RE 75857,Erkner (ab 09:50),
10:22,RE 94768,Erkner (ab 09:50),
10:23,IC 2175,Rostock Hbf (ab 08:20),4
10:23 (+1),ICE 1604,München Hbf (ab 06:19),5
10:23 (+1),ICE 1704,Berlin Südkreuz (ab 06:26),7
10:24,ICE 843,Köln Hbf (ab 05:26),11
10:24,RB 21852,Flughafen BER (ab 10:01),8
10:24,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),12
10:28 (+18),RJ 384,Praha hl.n. (ab 06:31),6
10:29 (+1),RE 3305,Stralsund Hbf (ab 07:10),2 A - D
10:31 (+8),ICE 640,Berlin Ostbahnhof (ab 10:24),14
10:32 (+11),ICE 1007,Berlin Gesundbrunnen (ab 10:28),4
10:35 (+13),RE 3113,Cottbus Hbf (ab 09:03),13
10:35 (+1),RE 94763,Potsdam Hbf (ab 10:10),
10:36,RE 62010,Elstal (ab 10:05),2 D - G
10:38 (+60),ICE 996,Kassel-Wilhelmshöhe (ab 07:49),11
10:39,RB 21854,Flughafen BER (ab 10:16),8
10:43 (+1),RE 4356,Berlin Südkreuz (ab 10:34),5
10:44 (+11),RE 3714,Dessau Hbf (ab 09:05),12
10:45,RB 62060,Berlin Südkreuz (ab 10:38),7
10:52,RE 3151,Falkenberg(Elster) (ab 09:18),7
10:53 (+5),RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:53 (+5),RE 18511,Lübbenau(Spreewald) (ab 09:44),8
10:54 Ausfall,ICE 1543,Köln Hbf (ab 05:43),3
10:54,ICE 696,Frankfurt(Main)Hbf (ab 06:15),5
10:57,RE 93724,Berlin-Wannsee (ab 10:39),
10:57 (+1),RE 94723,Berlin-Wannsee (ab 10:39),
10:59,RE 33688,Erkner (ab 10:28),
10:59 (+1),RE 94728,Erkner (ab 10:28),
11:06,RE 3150,Rathenow (ab 10:02),2
11:08,RB 21858,Flughafen BER (ab 10:46),8
11:11 (+4),RE 4357,Rostock Hbf (ab 08:37),4
11:12,RB 62061,Wustermark (ab 10:39),1
11:13 (+3),RE 3719,Senftenberg (ab 09:14),13
11:13 (+2),RE 62015,Elsterwerda (ab 09:29),7
11:18 (+3),RE 3308,Luckenwalde (ab 10:35),6
11:22,RE 92646,Erkner (ab 10:50),
11:22,RE 94770,Erkner (ab 10:50),
11:23 (+1),ICE 1102,München Hbf (ab 07:17),5
11:23,RB 21860,Flughafen BER (ab 11:01),
11:24 (+1),RE 3114,Hennigsdorf(b Berlin) (ab 10:35),11
11:28,ICE 940,Berlin Ostbahnhof (ab 11:20),14
11:29 (+36),ICE 2532,Leipzig Hbf (ab 10:13),
11:29,ICE 543,Köln Hbf (ab 06:25),12
11:29,RE 3347,Schwedt(Oder) (ab 10:04),2
11:32 (+6),IC 2270,Dresden Hbf (ab 09:35),5
11:32,ICE 1507,Berlin Gesundbrunnen (ab 11:26),4
11:33,ICE 1903,Hamburg-Altona (ab 08:38),3
11:35 (+7),RE 3115,Cottbus Hbf (ab 10:03),14
11:35,RE 94765,Potsdam Hbf (ab 11:10),
11:38,RE 62012,Elstal (ab 11:07),2 A - D
11:39,RB 21862,Flughafen BER (ab 11:16),
11:43 (+1),RE 3510,Berlin Südkreuz (ab 11:34),6
11:44 (+1),RE 3716,Dessau Hbf (ab 10:05),12
11:45 (+2),RB 62062,Berlin Südkreuz (ab 11:39),7
11:47,ICE 1162,Stuttgart Hbf (ab 07:03),5
11:49 (+2),FLX 1239,Hamburg Hbf (ab 09:18),4
11:53,RB 18513,Lübbenau(Spreewald) (ab 10:44),
11:53,RE 18513,Lübbenau(Spreewald) (ab 10:44),8
11:53 (+2),RE 3173,Jüterbog (ab 11:02),7
11:57,RE 93726,Berlin-Wannsee (ab 11:39),
11:57,RE 94725,Berlin-Wannsee (ab 11:39),
11:59,RE 33690,Erkner (ab 11:28),
11:59 (+1),RE 94730,Erkner (ab 11:28),
12:02,DRF 1324,Leipzig Hbf (ab 10:35),6
12:02 (+3),FLX 1324,Leipzig Hbf (ab 10:35),7
12:02,ICE 141,Amsterdam Centraal (ab 06:00),12
12:03,ICE 144,Berlin Südkreuz (ab 11:51),5
12:05,RE 3170,Stendal Hbf (ab 10:32),2
12:06 Ausfall,ICE 378,Karlsruhe Hbf (ab 05:59),
12:09,RB 21866,Flughafen BER (ab 11:46),
12:11 (+4),RE 3509,Stralsund Hbf (ab 09:02),4
12:12 (+1),RB 62063,Wustermark (ab 11:39),1
12:13 (+2),RE 3721,Senftenberg (ab 10:14),13
12:15 (+1),RE 62017,Baruth(Mark) (ab 11:21),7 D - G
12:19 (+1),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),6
12:21 (+33),ICE 2529,Hamburg-Altona (ab 09:35),
12:22,RB 94772,Erkner (ab 11:50),
12:22 (+1),RE 94772,Erkner (ab 11:50),
12:23 (+1),IC 2177,Rostock Hbf (ab 10:21),4
12:23,ICE 1602,München Hbf (ab 08:21),5
12:23,RB 21868,Flughafen BER (ab 12:00),
12:24 (+4),RE 3116,Hennigsdorf(b Berlin) (ab 11:35),12
12:29,ICE 845,Köln Hbf (ab 07:27),11
12:29,RE 3307,Stralsund Hbf (ab 09:10),2 A - D
12:31 (+24),RJ 178,Praha hl.n. (ab 08:31),7
12:32 (+1),ICE 1009,Berlin Gesundbrunnen (ab 12:26),4
12:35,RE 3117,Cottbus Hbf (ab 11:03),13
12:35,RE 62112,Potsdam Hbf (ab 12:10),
12:35 (+1),RE 94767,Potsdam Hbf (ab 12:10),
12:38,ICE 548,Berlin Ostbahnhof (ab 12:30),14
12:38,RE 62014,Elstal (ab 12:05),2 D - G
12:39,RB 21870,Flughafen BER (ab 12:16),
12:43,RE 4358,Berlin Südkreuz (ab 12:34),5
12:44,RE 3718,Dessau Hbf (ab 11:05),12
12:45,RB 62064,Berlin Südkreuz (ab 12:38),6
12:52 Ausfall,IC 2035,Norddeich (ab 05:39),11
12:52,RE 3153,Falkenberg(Elster) (ab 11:18),7
12:53,RB 18515,Lübbenau(Spreewald) (ab 11:44),8
12:53,RE 18515,Lübbenau(Spreewald) (ab 11:44),8
12:54 (+20),ICE 694,Stuttgart Hbf (ab 06:49),5
12:57,RE 93728,Berlin-Wannsee (ab 12:39),
12:57,RE 94727,Berlin-Wannsee (ab 12:39),
12:59,RE 33692,Erkner (ab 12:28),
12:59 (+1),RE 94732,Erkner (ab 12:28),
13:01 (+8),ICE 2913,Berlin Gesundbrunnen (ab 12:57),4
13:01 (+8),ICE 691,Berlin Gesundbrunnen (ab 12:57),4
13:02 Ausfall,ICE 1545,Aachen Hbf (ab 07:07),3
13:06,RE 3152,Rathenow (ab 12:02),2
13:08,RB 21874,Flughafen BER (ab 12:46),
13:11 (+5),RE 4359,Rostock Hbf (ab 10:37),4
13:12,RB 62065,Wustermark (ab 12:39),1
13:13 (+2),RE 3723,Senftenberg (ab 11:14),13
13:13 (+1),RE 62019,Elsterwerda (ab 11:29),7
13:18 (+2),RE 3310,Luckenwalde (ab 12:35),6
13:22,RE 94774,Erkner (ab 12:50),
13:23 (+3),ICE 1100,München Hbf (ab 09:19),5
13:23,RB 21876,Flughafen BER (ab 13:01),
13:24,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),11
13:26,ICE 848,Berlin Ostbahnhof (ab 13:18),14
13:29 (+2),ICE 2530,Leipzig Hbf (ab 12:13),
13:29 (+36),ICE 545,Köln Hbf (ab 08:25),12
13:29,RE 3349,Schwedt(Oder) (ab 12:04),2
13:32 (+3),IC 2178,Dresden Hbf (ab 11:35),5
13:32 (+4),ICE 1509,Saalfelden (ab 09:26),4
13:34,ICE 1905,Hamburg-Altona (ab 10:38),3
13:35,RE 3119,Cottbus Hbf (ab 12:03),14
13:35 (+1),RE 94769,Potsdam Hbf (ab 13:10),
13:38 (+4),RE 62016,Elstal (ab 13:07),2 A - D
13:39 (+53),RB 21878,Flughafen BER (ab 13:16),
13:43 (+1),RE 3512,Berlin Südkreuz (ab 13:34),5
13:44,RE 3720,Dessau Hbf (ab 12:05),12
13:45,RB 62066,Berlin Südkreuz (ab 13:38),7
13:51,DRF 1321,Köln Hbf (ab 08:14),12
13:51 (+8),FLX 1321,Köln Hbf (ab 08:14),12
13:51,ICE 143,Amsterdam Centraal (ab 08:00),2
13:52,RE 3175,Jüterbog (ab 13:02),7
13:53,RB 18517,Lübbenau(Spreewald) (ab 12:44),8
13:53,RE 18517,Lübbenau(Spreewald) (ab 12:44),8
13:57,RE 93730,Berlin-Wannsee (ab 13:39),
13:57,RE 94729,Berlin-Wannsee (ab 13:39),
13:59,RE 92654,Erkner (ab 13:28),
13:59 (+2),RE 94734,Erkner (ab 13:28),
14:00,DRF 1238,Stuttgart Hbf (ab 07:27),5
14:00 (+261),FLX 1238,Stuttgart Hbf (ab 07:27),6
14:03 (+1),ICE 142,Berlin Südkreuz (ab 13:51),5
14:05 (+5),ICE 2556,Basel SBB (ab 06:16),
14:05 (+2),RE 3172,Stendal Hbf (ab 12:31),2
14:08,RB 21882,Flughafen BER (ab 13:46),
14:11,RE 3511,Stralsund Hbf (ab 11:02),4
14:12 (+1),RB 62067,Wustermark (ab 13:39),1
14:13 (+1),RE 3725,Senftenberg (ab 12:14),13
14:15,RE 62021,Baruth(Mark) (ab 13:20),7 A - D
14:19 (+1),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),6
14:21 (+1),ICE 2531,Hamburg-Altona (ab 11:35),
14:22 (+14),ICE 1600,München Hbf (ab 10:22),5
14:22 (+18),ICE 2928,München Hbf (ab 10:22),5
14:22,RB 21884,Flughafen BER (ab 14:01),
14:22,RE 94776,Erkner (ab 13:46),
14:23 (+6),IC 2179,Rostock Hbf (ab 12:22),4
14:24 (+2),RE 3120,Hennigsdorf(b Berlin) (ab 13:35),11
14:27 (+9),ICE 847,Köln Hbf (ab 09:27),12
14:29 (+14),RE 3309,Stralsund Hbf (ab 11:10),2 A - D
14:29 (+69),RJ 382,Praha hl.n. (ab 10:31),6
14:30 (+2),ICE 546,Berlin Ostbahnhof (ab 14:22),14
14:32 (+4),ICE 1101,Berlin Gesundbrunnen (ab 14:26),4
14:32,RB 62018,Elstal (ab 14:07),2 D - G
14:32,RE 62018,Elstal (ab 14:07),2 D - G
14:35 (+2),RE 3121,Cottbus Hbf (ab 13:03),14
14:35 (+1),RE 94771,Potsdam Hbf (ab 14:10),
14:38 (+9),ICE 992,Göttingen (ab 12:09),11
14:39,RB 21886,Flughafen BER (ab 14:16),
14:43 (+2),RE 4360,Berlin Südkreuz (ab 14:34),5
14:44,RE 3722,Dessau Hbf (ab 13:05),12
14:45,RB 62068,Berlin Südkreuz (ab 14:38),7
14:52 (+1),RE 3155,Falkenberg(Elster) (ab 13:18),7
14:53,RB 18519,Lübbenau(Spreewald) (ab 13:44),8
14:53,RE 18519,Lübbenau(Spreewald) (ab 13:44),8
14:54 (+23),ICE 692,München Hbf (ab 06:42),5
14:57,RE 93732,Berlin-Wannsee (ab 14:39),
14:57,RE 94731,Berlin-Wannsee (ab 14:39),
14:59,RE 33696,Erkner (ab 14:28),
14:59 (+1),RE 94736,Erkner (ab 14:28),
15:01,IC 2034,Berlin Ostbahnhof (ab 14:53),13
15:01 Ausfall,ICE 1547,Aachen Hbf (ab 09:06),3
15:06,RE 3154,Rathenow (ab 14:02),2
15:08,RB 21890,Flughafen BER (ab 14:46),
15:11,RE 4361,Rostock Hbf (ab 12:37),4
15:12,RB 62069,Wustermark (ab 14:39),1
15:13 (+2),RE 3727,Senftenberg (ab 13:14),14
15:13 (+20),RE 62023,Elsterwerda (ab 13:29),7
15:16 (+4),ICE 2585,Berlin Ostbahnhof (ab 15:08),
15:18,RE 3312,Luckenwalde (ab 14:35),6
15:22,RE 92642,Erkner (ab 14:50),
15:22 (+1),RE 94778,Erkner (ab 14:50),
15:23 (+24),ICE 1008,München Hbf (ab 11:18),5
15:23 (+16),RB 21892,Flughafen BER (ab 15:01),
15:24,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),12
