Ankunft,Zugnr.,von (Abfahrt),Gleis
22:44,RE 21955,Berlin Hbf (ab 22:37),
22:46,ICE 832,Frankfurt(Main)Hbf (ab 19:02),6
22:47,RE 3317,Stralsund Hbf (ab 19:13),4
22:51,RE 62034,Elstal (ab 22:06),3
22:53,RB 56814,Schwerin Hbf (ab 20:14),5
22:53,RE 3185,Jüterbog (ab 22:04),6
22:53,RE 56814,Schwerin Hbf (ab 20:14),
22:53,RE 90185,Jüterbog (ab 22:04),
22:58,RB 21954,Flughafen BER (ab 22:46),8
22:59,RB 21957,Berlin Hbf (ab 22:52),3
23:04,RE 62039,Elsterwerda (ab 21:30),8
23:13,RB 21956,Flughafen BER (ab 23:01),8
23:14,RB 21959,Eisenach Hbf (ab 07:13),3
23:21,RB 62085,Wustermark (ab 22:38),
23:22,ICE 500,München Hbf (ab 18:46),7
23:24,RE 4369,Rostock Hbf (ab 20:37),4
23:29 (+1),ICE 705,Hamburg-Altona (ab 20:36),5
23:29,RB 21961,Eisenach Hbf (ab 08:13),3
23:34 (+24),ICE 1000,München Hbf (ab 19:18),8
23:35,ICE 905,Berlin Gesundbrunnen (ab 23:20),3
23:43,RB 21960,Blankenfelde(Teltow-Fläming) (ab 23:11),8
23:44,RB 21963,Eisenach Hbf (ab 09:13),3
23:49,RE 62036,Elstal (ab 23:07),3
23:59 (+5),ICE 1540,Berlin Hbf (ab 23:55),4
23:59,RB 21965,Berlin Hbf (ab 23:52),3
